GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT3G29634,0.000537617115275436,AT3G29634,3,-1,transposable_element_gene,na
AT4G20250,0.000537617115275436,AT4G20250,4,-1,protein_coding,na
AT4G37705,0.000537617115275436,AT4G37705,4,1,transposable_element_gene,na
AT5G33428,0.000537617115275436,AT5G33428,5,1,transposable_element_gene,na
AT1G09795,0.000537614287627308,ATATP-PRT2,1,1,protein_coding,na
AT5G38120,0.000537613913195195,4CL8,5,1,protein_coding,na
AT3G22370,0.00053761256470546,AOX1A,3,1,protein_coding,na
AT2G34490,0.000537609670407228,CYP710A2,2,-1,protein_coding,na
AT1G35730,0.000537607158201436,APUM9,1,-1,protein_coding,na
AT4G15810,0.000537593494447266,AT4G15810,4,-1,protein_coding,na
AT3G16650,0.000537587337098682,AT3G16650,3,1,protein_coding,na
AT5G25300,0.000537582895912991,AT5G25300,5,1,protein_coding,na
AT4G14670,0.000537578538795112,CLPB2,4,1,protein_coding,na
AT3G60110,0.000537577267708614,AT3G60110,3,1,protein_coding,na
AT4G38680,0.000537572886570654,GRP2,4,-1,protein_coding,na
AT2G33420,0.000537571614037079,AT2G33420,2,1,protein_coding,na
AT1G32890,0.000537566527811457,AT1G32890,1,-1,transposable_element_gene,na
AT1G77095,0.000537566527811457,AT1G77095,1,-1,transposable_element_gene,na
AT3G17110,0.000537566527811457,AT3G17110,3,1,pseudogene,na
AT3G61300,0.000537565856043475,AT3G61300,3,1,protein_coding,na
AT2G36220,0.000537564346774929,AT2G36220,2,1,protein_coding,na
AT4G26540,0.000537562084769382,AT4G26540,4,-1,protein_coding,na
AT4G02820,0.00053756062906957,AT4G02820,4,1,protein_coding,na
AT1G03055,0.000537560326130481,AT1G03055,1,-1,protein_coding,na
AT2G34030,0.000537555752014383,AT2G34030,2,-1,protein_coding,na
AT4G13770,0.000537555423060099,CYP83A1,4,-1,protein_coding,na
AT5G04490,0.000537554360891885,VTE5,5,1,protein_coding,na
AT3G55110,0.000537539664358625,AT3G55110,3,-1,protein_coding,na
AT2G19070,0.000537539211955766,SHT,2,-1,protein_coding,na
AT4G31980,0.000537537449494492,AT4G31980,4,1,protein_coding,na
AT1G23550,0.000537524364484437,SRO2,1,1,protein_coding,na
AT5G08695,0.000537524038057046,AT5G08695,5,1,protein_coding,na
AT1G31260,0.000537517283475921,ZIP10,1,-1,protein_coding,na
AT1G34097,0.000537517283475921,AT1G34097,1,1,transposable_element_gene,na
AT1G76892,0.000537517283475921,AT1G76892,1,1,ncRNA,na
AT2G10256,0.000537517283475921,AT2G10256,2,-1,transposable_element_gene,na
AT3G20990,0.000537517283475921,AT3G20990,3,1,transposable_element_gene,na
AT3G30875,0.000537517283475921,AT3G30875,3,-1,pseudogene,na
AT3G52605,0.000537517283475921,AT3G52605,3,-1,ncRNA,na
AT4G03816,0.000537517283475921,AT4G03816,4,-1,transposable_element_gene,na
AT4G21437,0.000537517283475921,AT4G21437,4,-1,pseudogene,na
AT5G28285,0.000537517283475921,AT5G28285,5,-1,transposable_element_gene,na
AT3G58740,0.000537516588084914,CSY1,3,-1,protein_coding,na
AT1G77780,0.000537515019594299,AT1G77780,1,-1,protein_coding,na
AT2G37800,0.000537507519109609,AT2G37800,2,-1,protein_coding,na
AT1G07430,0.000537505881916029,HAI2,1,-1,protein_coding,na
AT1G42550,0.000537504537755777,PMI1,1,1,protein_coding,na
AT4G34440,0.000537502678942662,AT4G34440,4,1,protein_coding,na
AT5G02620,0.000537494104730163,ANK1,5,1,protein_coding,na
AT2G30520,0.000537494009456076,RPT2,2,-1,protein_coding,na
AT4G19650,0.000537492658961119,AT4G19650,4,1,protein_coding,na
AT5G37650,0.000537490733758728,AT5G37650,5,-1,protein_coding,na
AT5G01220,0.000537488779561305,SQD2,5,-1,protein_coding,na
AT4G14760,0.000537480995684275,AT4G14760,4,1,protein_coding,na
AT4G38950,0.000537480420231615,AT4G38950,4,-1,protein_coding,na
AT1G52240,0.000537475079584406,ATROPGEF11,1,-1,protein_coding,na
AT1G72270,0.000537474040514723,AT1G72270,1,-1,protein_coding,na
AT1G32970,0.000537469395482625,AT1G32970,1,-1,protein_coding,na
AT2G23880,0.000537469381900771,AT2G23880,2,-1,transposable_element_gene,na
AT4G07516,0.000537469381900771,AT4G07516,4,-1,transposable_element_gene,na
AT5G09461,0.000537469381900771,CPuORF43,5,-1,protein_coding,na
AT5G09462,0.000537469381900771,CPuORF42,5,-1,protein_coding,na
AT5G09463,0.000537469381900771,CPuORF41,5,-1,protein_coding,na
AT5G33382,0.000537469381900771,AT5G33382,5,1,transposable_element_gene,na
AT2G06020,0.000537468640887686,AT2G06020,2,1,transcription_factor,G2-like
AT1G35750,0.000537468469073385,APUM10,1,-1,protein_coding,na
AT4G24000,0.000537457019160272,ATCSLG2,4,1,protein_coding,na
AT3G27925,0.000537455597458789,DEGP1,3,-1,protein_coding,na
AT5G38310,0.000537455402126908,AT5G38310,5,-1,protein_coding,na
AT1G08140,0.000537454212580738,ATCHX6A,1,-1,protein_coding,na
AT1G54040,0.000537451390859523,ESP,1,-1,protein_coding,na
AT4G17710,0.000537450305417096,HDG4,4,-1,transcription_factor,Homeobox
AT1G57906,0.000537444989282444,AT1G57906,1,1,protein_coding,na
AT3G60390,0.000537439338797932,HAT3,3,-1,transcription_factor,Homeobox
AT3G13225,0.000537434418691131,AT3G13225,3,-1,protein_coding,na
AT1G79400,0.000537428807850535,ATCHX2,1,1,protein_coding,na
AT1G78865,0.000537422822728006,AT1G78865,1,-1,ncRNA,na
AT2G24545,0.000537422822728006,AT2G24545,2,-1,ncRNA,na
AT3G33575,0.000537422822728006,AT3G33575,3,1,transposable_element_gene,na
AT5G01542,0.000537422822728006,AT5G01542,5,1,ncRNA,na
AT5G23955,0.000537422822728006,AT5G23955,5,1,transposable_element_gene,na
AT5G35777,0.000537422822728006,AT5G35777,5,1,transposable_element_gene,na
AT3G44830,0.000537422023926609,AT3G44830,3,1,protein_coding,na
AT1G51965,0.000537420937002612,ABO5,1,-1,protein_coding,na
AT1G10900,0.000537420794733908,AT1G10900,1,-1,protein_coding,na
AT1G11720,0.000537420058889468,SS3,1,1,protein_coding,na
AT2G33350,0.0005374181878054,AT2G33350,2,1,protein_coding,na
AT1G16420,0.00053741789000304,ATMC8,1,-1,protein_coding,na
AT2G47180,0.000537417522014379,AtGolS1,2,-1,protein_coding,na
AT1G34575,0.000537415709821339,AT1G34575,1,-1,protein_coding,na
AT1G78970,0.000537415600770631,LUP1,1,1,protein_coding,na
AT5G20260,0.000537411631847824,AT5G20260,5,-1,protein_coding,na
AT2G31985,0.00053741070689998,AT2G31985,2,-1,protein_coding,na
AT1G66210,0.000537395072534201,AT1G66210,1,-1,protein_coding,na
AT5G27360,0.000537392844790526,SFP2,5,1,protein_coding,na
AT1G64150,0.000537390176940082,AT1G64150,1,-1,protein_coding,na
AT3G28220,0.000537390134597394,AT3G28220,3,1,protein_coding,na
AT4G16640,0.000537388579073182,AT4G16640,4,-1,protein_coding,na
AT1G77500,0.000537387274413584,AT1G77500,1,1,protein_coding,na
AT3G12850,0.000537382504370477,AT3G12850,3,-1,protein_coding,na
AT3G19050,0.000537381783402407,POK2,3,1,protein_coding,na
AT1G53233,0.000537377605609681,AT1G53233,1,1,ncRNA,na
AT2G11320,0.000537377605609681,AT2G11320,2,1,transposable_element_gene,na
AT2G15810,0.000537377605609681,AT2G15810,2,1,transposable_element_gene,na
AT2G35945,0.000537377605609681,AT2G35945,2,1,ncRNA,na
AT3G42190,0.000537377605609681,AT3G42190,3,1,transposable_element_gene,na
AT5G14565,0.000537377605609681,MIR398C,5,1,miRNA,na
AT5G16235,0.000537377605609681,AT5G16235,5,-1,ncRNA,na
AT1G11040,0.000537377322481219,AT1G11040,1,-1,protein_coding,na
AT2G01810,0.000537376017079774,AT2G01810,2,1,protein_coding,na
AT1G75380,0.000537374859274139,ATBBD1,1,-1,protein_coding,na
AT2G46650,0.000537371047877823,B5#1,2,1,protein_coding,na
AT1G01150,0.000537365433887667,AT1G01150,1,-1,protein_coding,na
AT1G50610,0.000537363600613221,AT1G50610,1,1,protein_coding,na
AT5G05090,0.000537361690486184,AT5G05090,5,1,transcription_factor,G2-like
AT3G25180,0.000537356169627758,CYP82G1,3,-1,protein_coding,na
AT1G33970,0.000537352008042173,AT1G33970,1,-1,protein_coding,na
AT5G35570,0.000537350702515483,AT5G35570,5,-1,protein_coding,na
AT1G20132,0.000537347806483545,AT1G20132,1,1,protein_coding,na
AT1G17150,0.000537347508239798,AT1G17150,1,1,protein_coding,na
AT4G20830,0.000537346496634248,AT4G20830,4,1,protein_coding,na
AT2G46420,0.000537343461342243,AT2G46420,2,1,protein_coding,na
AT2G36490,0.000537343050896211,DML1,2,-1,protein_coding,na
AT2G40840,0.000537341725087637,DPE2,2,1,protein_coding,na
AT1G06002,0.000537333730207896,AT1G06002,1,1,ncRNA,na
AT1G27285,0.000537333730207896,AT1G27285,1,1,transposable_element_gene,na
AT2G07420,0.000537333730207896,AT2G07420,2,-1,transposable_element_gene,na
AT2G14878,0.000537333730207896,AT2G14878,2,1,ncRNA,na
AT2G16895,0.000537333730207896,AT2G16895,2,1,pseudogene,na
AT3G43835,0.000537333730207896,AT3G43835,3,1,transposable_element_gene,na
AT1G67865,0.000537333318901691,AT1G67865,1,-1,protein_coding,na
AT2G07240,0.000537331301956883,AT2G07240,2,-1,protein_coding,na
AT2G18460,0.000537328412528902,LCV3,2,1,protein_coding,na
AT1G08450,0.000537322130278926,CRT3,1,-1,protein_coding,na
AT1G75410,0.000537319971108139,BLH3,1,-1,transcription_factor,Homeobox
AT1G62420,0.000537316952793298,AT1G62420,1,-1,protein_coding,na
AT4G01870,0.000537316119829261,AT4G01870,4,-1,protein_coding,na
AT5G16410,0.000537312761086991,AT5G16410,5,-1,protein_coding,na
AT5G11840,0.00053731084549836,AT5G11840,5,-1,protein_coding,na
AT1G01115,0.00053730868455701,AT1G01115,1,1,protein_coding,na
AT1G02074,0.00053730868455701,AT1G02074,1,1,protein_coding,na
AT1G02391,0.00053730868455701,AT1G02391,1,-1,protein_coding,na
AT1G03743,0.00053730868455701,AT1G03743,1,-1,snoRNA,na
AT1G04457,0.00053730868455701,AT1G04457,1,-1,pseudogene,na
AT1G05925,0.00053730868455701,AT1G05925,1,-1,protein_coding,na
AT1G05980,0.00053730868455701,AT1G05980,1,1,tRNA,na
AT1G07702,0.00053730868455701,AT1G07702,1,-1,snoRNA,na
AT1G08870,0.00053730868455701,AT1G08870,1,-1,tRNA,na
AT1G09110,0.00053730868455701,AT1G09110,1,1,tRNA,na
AT1G09486,0.00053730868455701,AT1G09486,1,-1,pseudogene,na
AT1G10440,0.00053730868455701,AT1G10440,1,-1,tRNA,na
AT1G10682,0.00053730868455701,AT1G10682,1,-1,ncRNA,na
AT1G11055,0.00053730868455701,AT1G11055,1,-1,pseudogene,na
AT1G11806,0.00053730868455701,AT1G11806,1,1,pseudogene,na
AT1G12015,0.00053730868455701,AT1G12015,1,1,snoRNA,na
AT1G12294,0.00053730868455701,MIR472A,1,-1,miRNA,na
AT1G12423,0.00053730868455701,AT1G12423,1,-1,protein_coding,na
AT1G12725,0.00053730868455701,AT1G12725,1,-1,transposable_element_gene,na
AT1G14071,0.00053730868455701,MIR830A,1,-1,miRNA,na
AT1G14182,0.00053730868455701,SCRL28,1,-1,pseudogene,na
AT1G15405,0.00053730868455701,AT1G15405,1,-1,ncRNA,na
AT1G16660,0.00053730868455701,AT1G16660,1,1,transposable_element_gene,na
AT1G17660,0.00053730868455701,AT1G17660,1,1,tRNA,na
AT1G17670,0.00053730868455701,AT1G17670,1,-1,tRNA,na
AT1G18075,0.00053730868455701,MIR159B,1,1,miRNA,na
AT1G18382,0.00053730868455701,AT1G18382,1,-1,ncRNA,na
AT1G19371,0.00053730868455701,MIR169H,1,-1,miRNA,na
AT1G19392,0.00053730868455701,AT1G19392,1,1,transposable_element_gene,na
AT1G20420,0.00053730868455701,AT1G20420,1,1,tRNA,na
AT1G20820,0.00053730868455701,AT1G20820,1,-1,tRNA,na
AT1G21286,0.00053730868455701,AT1G21286,1,1,pseudogene,na
AT1G21327,0.00053730868455701,AT1G21327,1,-1,protein_coding,na
AT1G27790,0.00053730868455701,AT1G27790,1,1,transposable_element_gene,na
AT1G28591,0.00053730868455701,AT1G28591,1,-1,pseudogene,na
AT1G28750,0.00053730868455701,AT1G28750,1,1,tRNA,na
AT1G28880,0.00053730868455701,AT1G28880,1,1,tRNA,na
AT1G28890,0.00053730868455701,AT1G28890,1,1,tRNA,na
AT1G28970,0.00053730868455701,AT1G28970,1,1,tRNA,na
AT1G31274,0.00053730868455701,AT1G31274,1,-1,pseudogene,na
AT1G32110,0.00053730868455701,AT1G32110,1,-1,pseudogene,na
AT1G32390,0.00053730868455701,AT1G32390,1,1,transposable_element_gene,na
AT1G32680,0.00053730868455701,AT1G32680,1,1,transposable_element_gene,na
AT1G33000,0.00053730868455701,AT1G33000,1,1,transposable_element_gene,na
AT1G33130,0.00053730868455701,AT1G33130,1,-1,transposable_element_gene,na
AT1G33460,0.00053730868455701,AT1G33460,1,-1,transposable_element_gene,na
AT1G33580,0.00053730868455701,AT1G33580,1,-1,transposable_element_gene,na
AT1G33615,0.00053730868455701,AT1G33615,1,-1,ncRNA,na
AT1G34680,0.00053730868455701,AT1G34680,1,1,pseudogene,na
AT1G34690,0.00053730868455701,AT1G34690,1,1,pseudogene,na
AT1G35115,0.00053730868455701,AT1G35115,1,1,transposable_element_gene,na
AT1G35501,0.00053730868455701,MIR773A,1,1,miRNA,na
AT1G35640,0.00053730868455701,AT1G35640,1,1,transposable_element_gene,na
AT1G35950,0.00053730868455701,AT1G35950,1,1,transposable_element_gene,na
AT1G36210,0.00053730868455701,AT1G36210,1,1,transposable_element_gene,na
AT1G36530,0.00053730868455701,AT1G36530,1,-1,transposable_element_gene,na
AT1G36790,0.00053730868455701,AT1G36790,1,1,transposable_element_gene,na
AT1G36810,0.00053730868455701,AT1G36810,1,1,transposable_element_gene,na
AT1G37100,0.00053730868455701,AT1G37100,1,-1,transposable_element_gene,na
AT1G37162,0.00053730868455701,AT1G37162,1,-1,protein_coding,na
AT1G37405,0.00053730868455701,AT1G37405,1,1,transposable_element_gene,na
AT1G37669,0.00053730868455701,AT1G37669,1,1,transposable_element_gene,na
AT1G37867,0.00053730868455701,AT1G37867,1,-1,transposable_element_gene,na
AT1G38340,0.00053730868455701,AT1G38340,1,1,transposable_element_gene,na
AT1G38380,0.00053730868455701,AT1G38380,1,1,transposable_element_gene,na
AT1G38390,0.00053730868455701,AT1G38390,1,1,transposable_element_gene,na
AT1G38870,0.00053730868455701,AT1G38870,1,-1,transposable_element_gene,na
AT1G39110,0.00053730868455701,AT1G39110,1,-1,transposable_element_gene,na
AT1G40084,0.00053730868455701,AT1G40084,1,1,transposable_element_gene,na
AT1G40121,0.00053730868455701,AT1G40121,1,1,transposable_element_gene,na
AT1G40125,0.00053730868455701,AT1G40125,1,1,transposable_element_gene,na
AT1G40310,0.00053730868455701,AT1G40310,1,1,transposable_element_gene,na
AT1G41797,0.00053730868455701,AT1G41797,1,-1,transposable_element_gene,na
AT1G41896,0.00053730868455701,AT1G41896,1,1,transposable_element_gene,na
AT1G42140,0.00053730868455701,AT1G42140,1,-1,transposable_element_gene,na
AT1G42385,0.00053730868455701,AT1G42385,1,-1,transposable_element_gene,na
AT1G42390,0.00053730868455701,AT1G42390,1,1,transposable_element_gene,na
AT1G42396,0.00053730868455701,AT1G42396,1,-1,transposable_element_gene,na
AT1G42595,0.00053730868455701,AT1G42595,1,-1,transposable_element_gene,na
AT1G43050,0.00053730868455701,AT1G43050,1,-1,pseudogene,na
AT1G43200,0.00053730868455701,AT1G43200,1,1,transposable_element_gene,na
AT1G43280,0.00053730868455701,AT1G43280,1,1,transposable_element_gene,na
AT1G43830,0.00053730868455701,AT1G43830,1,1,transposable_element_gene,na
AT1G44075,0.00053730868455701,AT1G44075,1,1,transposable_element_gene,na
AT1G44140,0.00053730868455701,AT1G44140,1,1,transposable_element_gene,na
AT1G44674,0.00053730868455701,AT1G44674,1,1,protein_coding,na
AT1G44860,0.00053730868455701,AT1G44860,1,-1,transposable_element_gene,na
AT1G44880,0.00053730868455701,AT1G44880,1,-1,transposable_element_gene,na
AT1G50070,0.00053730868455701,AT1G50070,1,1,tRNA,na
AT1G50810,0.00053730868455701,AT1G50810,1,1,transposable_element_gene,na
AT1G51802,0.00053730868455701,AT1G51802,1,-1,pseudogene,na
AT1G52942,0.00053730868455701,AT1G52942,1,1,pseudogene,na
AT1G54775,0.00053730868455701,AT1G54775,1,-1,protein_coding,na
AT1G54923,0.00053730868455701,AT1G54923,1,-1,transposable_element_gene,na
AT1G55591,0.00053730868455701,MIR158B,1,1,miRNA,na
AT1G58010,0.00053730868455701,AT1G58010,1,-1,pseudogene,na
AT1G59770,0.00053730868455701,AT1G59770,1,-1,transposable_element_gene,na
AT1G60580,0.00053730868455701,AT1G60580,1,-1,tRNA,na
AT1G61665,0.00053730868455701,AT1G61665,1,-1,pseudogene,na
AT1G61880,0.00053730868455701,AT1G61880,1,-1,tRNA,na
AT1G62230,0.00053730868455701,AT1G62230,1,-1,transposable_element_gene,na
AT1G62355,0.00053730868455701,MIR413,1,1,miRNA,na
AT1G62695,0.00053730868455701,AT1G62695,1,1,transposable_element_gene,na
AT1G65347,0.00053730868455701,AT1G65347,1,1,transposable_element_gene,na
AT1G66534,0.00053730868455701,AT1G66534,1,1,pseudogene,na
AT1G66990,0.00053730868455701,AT1G66990,1,-1,pseudogene,na
AT1G68770,0.00053730868455701,AT1G68770,1,1,tRNA,na
AT1G68860,0.00053730868455701,AT1G68860,1,1,tRNA,na
AT1G73175,0.00053730868455701,AT1G73175,1,1,pseudogene,na
AT1G74448,0.00053730868455701,AT1G74448,1,-1,protein_coding,na
AT1G74610,0.00053730868455701,AT1G74610,1,1,tRNA,na
AT1G75166,0.00053730868455701,AT1G75166,1,1,snoRNA,na
AT1G75394,0.00053730868455701,AT1G75394,1,1,pseudogene,na
AT1G75970,0.00053730868455701,AT1G75970,1,-1,tRNA,na
AT1G77040,0.00053730868455701,AT1G77040,1,-1,tRNA,na
AT1G77190,0.00053730868455701,AT1G77190,1,-1,tRNA,na
AT1G78478,0.00053730868455701,MIR833A,1,1,miRNA,na
AT2G01010,0.00053730868455701,AT2G01010,2,1,rRNA,na
AT2G01022,0.00053730868455701,AT2G01022,2,-1,transposable_element_gene,na
AT2G02741,0.00053730868455701,MIR840A,2,-1,miRNA,na
AT2G03445,0.00053730868455701,MIR398A,2,1,miRNA,na
AT2G03490,0.00053730868455701,AT2G03490,2,-1,tRNA,na
AT2G03660,0.00053730868455701,AT2G03660,2,-1,tRNA,na
AT2G03700,0.00053730868455701,AT2G03700,2,-1,tRNA,na
AT2G03990,0.00053730868455701,AT2G03990,2,1,transposable_element_gene,na
AT2G04035,0.00053730868455701,AT2G04035,2,-1,transposable_element_gene,na
AT2G04047,0.00053730868455701,AT2G04047,2,1,pseudogene,na
AT2G04130,0.00053730868455701,AT2G04130,2,-1,transposable_element_gene,na
AT2G04310,0.00053730868455701,AT2G04310,2,1,transposable_element_gene,na
AT2G04590,0.00053730868455701,AT2G04590,2,-1,transposable_element_gene,na
AT2G04760,0.00053730868455701,AT2G04760,2,1,transposable_element_gene,na
AT2G05030,0.00053730868455701,AT2G05030,2,1,transposable_element_gene,na
AT2G05080,0.00053730868455701,AT2G05080,2,-1,transposable_element_gene,na
AT2G05130,0.00053730868455701,AT2G05130,2,-1,transposable_element_gene,na
AT2G05150,0.00053730868455701,AT2G05150,2,1,pseudogene,na
AT2G05567,0.00053730868455701,AT2G05567,2,1,transposable_element_gene,na
AT2G05570,0.00053730868455701,AT2G05570,2,-1,transposable_element_gene,na
AT2G05803,0.00053730868455701,AT2G05803,2,-1,protein_coding,na
AT2G06100,0.00053730868455701,AT2G06100,2,1,transposable_element_gene,na
AT2G06160,0.00053730868455701,AT2G06160,2,-1,transposable_element_gene,na
AT2G06303,0.00053730868455701,AT2G06303,2,1,transposable_element_gene,na
AT2G06335,0.00053730868455701,AT2G06335,2,1,transposable_element_gene,na
AT2G06340,0.00053730868455701,AT2G06340,2,-1,transposable_element_gene,na
AT2G06370,0.00053730868455701,AT2G06370,2,-1,transposable_element_gene,na
AT2G06410,0.00053730868455701,AT2G06410,2,-1,transposable_element_gene,na
AT2G06580,0.00053730868455701,AT2G06580,2,1,transposable_element_gene,na
AT2G06650,0.00053730868455701,AT2G06650,2,1,transposable_element_gene,na
AT2G06680,0.00053730868455701,AT2G06680,2,1,transposable_element_gene,na
AT2G06710,0.00053730868455701,AT2G06710,2,-1,transposable_element_gene,na
AT2G06750,0.00053730868455701,AT2G06750,2,-1,transposable_element_gene,na
AT2G06917,0.00053730868455701,AT2G06917,2,1,transposable_element_gene,na
AT2G06940,0.00053730868455701,AT2G06940,2,1,pseudogene,na
AT2G07090,0.00053730868455701,AT2G07090,2,1,transposable_element_gene,na
AT2G07362,0.00053730868455701,AT2G07362,2,1,protein_coding,na
AT2G07521,0.00053730868455701,AT2G07521,2,1,protein_coding,na
AT2G07580,0.00053730868455701,AT2G07580,2,1,transposable_element_gene,na
AT2G07682,0.00053730868455701,AT2G07682,2,-1,transposable_element_gene,na
AT2G07697,0.00053730868455701,AT2G07697,2,-1,transposable_element_gene,na
AT2G07767,0.00053730868455701,AT2G07767,2,1,transposable_element_gene,na
AT2G09790,0.00053730868455701,AT2G09790,2,1,transposable_element_gene,na
AT2G09870,0.00053730868455701,AT2G09870,2,1,transposable_element_gene,na
AT2G09950,0.00053730868455701,AT2G09950,2,-1,transposable_element_gene,na
AT2G10070,0.00053730868455701,AT2G10070,2,-1,transposable_element_gene,na
AT2G10100,0.00053730868455701,AT2G10100,2,1,transposable_element_gene,na
AT2G10170,0.00053730868455701,AT2G10170,2,-1,transposable_element_gene,na
AT2G10175,0.00053730868455701,AT2G10175,2,-1,transposable_element_gene,na
AT2G10220,0.00053730868455701,AT2G10220,2,1,transposable_element_gene,na
AT2G10460,0.00053730868455701,AT2G10460,2,1,transposable_element_gene,na
AT2G10500,0.00053730868455701,AT2G10500,2,1,transposable_element_gene,na
AT2G10557,0.00053730868455701,AT2G10557,2,-1,protein_coding,na
AT2G10589,0.00053730868455701,AT2G10589,2,-1,pseudogene,na
AT2G10606,0.00053730868455701,MIR396A,2,-1,miRNA,na
AT2G10670,0.00053730868455701,AT2G10670,2,-1,transposable_element_gene,na
AT2G10730,0.00053730868455701,AT2G10730,2,-1,transposable_element_gene,na
AT2G10890,0.00053730868455701,AT2G10890,2,-1,transposable_element_gene,na
AT2G11130,0.00053730868455701,AT2G11130,2,-1,transposable_element_gene,na
AT2G11210,0.00053730868455701,AT2G11210,2,1,transposable_element_gene,na
AT2G11345,0.00053730868455701,AT2G11345,2,-1,transposable_element_gene,na
AT2G11430,0.00053730868455701,AT2G11430,2,-1,transposable_element_gene,na
AT2G11465,0.00053730868455701,AT2G11465,2,1,transposable_element_gene,na
AT2G11490,0.00053730868455701,AT2G11490,2,1,transposable_element_gene,na
AT2G11507,0.00053730868455701,AT2G11507,2,1,transposable_element_gene,na
AT2G11510,0.00053730868455701,AT2G11510,2,-1,transposable_element_gene,na
AT2G11590,0.00053730868455701,AT2G11590,2,-1,transposable_element_gene,na
AT2G11700,0.00053730868455701,AT2G11700,2,1,transposable_element_gene,na
AT2G11750,0.00053730868455701,AT2G11750,2,1,transposable_element_gene,na
AT2G12010,0.00053730868455701,AT2G12010,2,1,transposable_element_gene,na
AT2G12100,0.00053730868455701,AT2G12100,2,1,transposable_element_gene,na
AT2G12530,0.00053730868455701,AT2G12530,2,-1,transposable_element_gene,na
AT2G12620,0.00053730868455701,AT2G12620,2,1,transposable_element_gene,na
AT2G12740,0.00053730868455701,AT2G12740,2,-1,transposable_element_gene,na
AT2G12960,0.00053730868455701,AT2G12960,2,1,transposable_element_gene,na
AT2G13270,0.00053730868455701,AT2G13270,2,1,transposable_element_gene,na
AT2G13363,0.00053730868455701,AT2G13363,2,1,protein_coding,na
AT2G13590,0.00053730868455701,AT2G13590,2,-1,pseudogene,na
AT2G13830,0.00053730868455701,AT2G13830,2,-1,transposable_element_gene,na
AT2G14470,0.00053730868455701,AT2G14470,2,1,transposable_element_gene,na
AT2G14490,0.00053730868455701,AT2G14490,2,-1,pseudogene,na
AT2G14600,0.00053730868455701,AT2G14600,2,-1,transposable_element_gene,na
AT2G14990,0.00053730868455701,AT2G14990,2,1,transposable_element_gene,na
AT2G15128,0.00053730868455701,AT2G15128,2,1,ncRNA,na
AT2G15650,0.00053730868455701,AT2G15650,2,1,transposable_element_gene,na
AT2G16100,0.00053730868455701,AT2G16100,2,-1,pseudogene,na
AT2G16540,0.00053730868455701,AT2G16540,2,-1,transposable_element_gene,na
AT2G16830,0.00053730868455701,AT2G16830,2,1,pseudogene,na
AT2G16881,0.00053730868455701,AT2G16881,2,-1,protein_coding,na
AT2G17295,0.00053730868455701,AT2G17295,2,1,snoRNA,na
AT2G17477,0.00053730868455701,AT2G17477,2,1,pseudogene,na
AT2G19425,0.00053730868455701,MIR156G,2,-1,miRNA,na
AT2G19825,0.00053730868455701,AT2G19825,2,1,transposable_element_gene,na
AT2G20721,0.00053730868455701,AT2G20721,2,-1,snoRNA,na
AT2G20816,0.00053730868455701,AT2G20816,2,1,pseudogene,na
AT2G22220,0.00053730868455701,AT2G22220,2,-1,tRNA,na
AT2G22668,0.00053730868455701,MIR405A,2,-1,miRNA,na
AT2G22802,0.00053730868455701,AT2G22802,2,-1,protein_coding,na
AT2G23480,0.00053730868455701,AT2G23480,2,1,transposable_element_gene,na
AT2G23920,0.00053730868455701,AT2G23920,2,1,protein_coding,na
AT2G24380,0.00053730868455701,AT2G24380,2,1,tRNA,na
AT2G24834,0.00053730868455701,AT2G24834,2,1,protein_coding,na
AT2G25025,0.00053730868455701,AT2G25025,2,1,pseudogene,na
AT2G25052,0.00053730868455701,AT2G25052,2,-1,protein_coding,na
AT2G29520,0.00053730868455701,AT2G29520,2,-1,tRNA,na
AT2G30190,0.00053730868455701,AT2G30190,2,1,tRNA,na
AT2G33140,0.00053730868455701,AT2G33140,2,-1,tRNA,na
AT2G33650,0.00053730868455701,AT2G33650,2,1,tRNA,na
AT2G33910,0.00053730868455701,AT2G33910,2,1,tRNA,na
AT2G34135,0.00053730868455701,AT2G34135,2,1,pseudogene,na
AT2G34202,0.00053730868455701,MIR399D,2,-1,miRNA,na
AT2G34950,0.00053730868455701,AT2G34950,2,-1,tRNA,na
AT2G35382,0.00053730868455701,AT2G35382,2,-1,snoRNA,na
AT2G35613,0.00053730868455701,AT2G35613,2,1,pseudogene,na
AT2G35743,0.00053730868455701,AT2G35743,2,-1,pseudogene,na
AT2G35747,0.00053730868455701,AT2G35747,2,-1,snoRNA,na
AT2G36040,0.00053730868455701,AT2G36040,2,-1,transposable_element_gene,na
AT2G36571,0.00053730868455701,AT2G36571,2,-1,protein_coding,na
AT2G38325,0.00053730868455701,MIR390A,2,1,miRNA,na
AT2G39175,0.00053730868455701,MIR160A,2,1,miRNA,na
AT2G40680,0.00053730868455701,AT2G40680,2,1,transposable_element_gene,na
AT2G42050,0.00053730868455701,AT2G42050,2,-1,transposable_element_gene,na
AT2G43141,0.00053730868455701,AT2G43141,2,1,snoRNA,na
AT2G43932,0.00053730868455701,AT2G43932,2,-1,pseudogene,na
AT2G44383,0.00053730868455701,AT2G44383,2,1,pseudogene,na
AT2G45126,0.00053730868455701,AT2G45126,2,-1,protein_coding,na
AT2G45161,0.00053730868455701,AT2G45161,2,1,protein_coding,na
